Time,Date,Day,Hum,Temp,Temp_feels,WE-mv,AUX-mv,LASER-V,NaN
17:20:54,12/7/2024,FRI,43.30,38.10,45.25,213.72,237.43,0.025,-0.05691
17:20:54,12/7/2024,FRI,43.30,38.10,45.25,213.64,237.41,0.025,-0.05725
17:20:54,12/7/2024,FRI,43.30,38.10,45.25,213.89,237.56,0.025,-0.05629
17:20:55,12/7/2024,FRI,43.30,38.10,45.25,214.08,237.67,0.025,-0.05552
17:20:55,12/7/2024,FRI,43.30,38.10,45.25,214.13,237.65,0.025,-0.05531
17:20:55,12/7/2024,FRI,43.30,38.10,45.25,214.06,237.66,0.025,-0.05559
17:20:55,12/7/2024,FRI,43.30,38.10,45.25,214.23,237.75,0.025,-0.05493
17:20:56,12/7/2024,FRI,43.30,38.10,45.25,214.11,237.61,0.025,-0.05534
17:20:56,12/7/2024,FRI,43.30,38.10,45.25,214.05,237.57,0.025,-0.05556
17:20:56,12/7/2024,FRI,43.30,38.10,45.25,214.17,237.66,0.025,-0.05513
17:20:56,12/7/2024,FRI,43.30,38.10,45.25,214.34,237.79,0.025,-0.05448
17:20:57,12/7/2024,FRI,43.30,38.10,45.25,214.38,237.82,0.025,-0.05434
17:20:57,12/7/2024,FRI,43.30,38.10,45.25,214.29,237.72,0.025,-0.05463
17:20:57,12/7/2024,FRI,43.30,38.10,45.25,214.31,237.68,0.025,-0.05449
17:20:57,12/7/2024,FRI,43.30,38.10,45.25,214.44,237.77,0.025,-0.05402
17:20:58,12/7/2024,FRI,43.30,38.10,45.25,214.62,237.78,0.025,-0.05322
17:20:58,12/7/2024,FRI,43.30,38.10,45.25,214.56,237.74,0.025,-0.05345
17:20:58,12/7/2024,FRI,43.30,38.10,45.25,214.61,237.70,0.025,-0.05318
17:20:58,12/7/2024,FRI,43.30,38.10,45.25,214.75,237.83,0.025,-0.05271
17:20:59,12/7/2024,FRI,43.30,38.10,45.25,214.64,237.73,0.025,-0.05307
17:20:59,12/7/2024,FRI,43.30,38.10,45.25,214.47,237.48,0.025,-0.05361
17:20:59,12/7/2024,FRI,43.30,38.10,45.25,214.36,237.43,0.025,-0.05401
17:20:59,12/7/2024,FRI,43.30,38.10,45.25,214.34,237.49,0.025,-0.05419
17:21:0,12/7/2024,FRI,43.30,38.10,45.25,214.23,237.42,0.025,-0.05458
17:21:0,12/7/2024,FRI,43.30,38.10,45.25,214.13,237.35,0.025,-0.05499
17:21:0,12/7/2024,FRI,43.40,38.10,45.30,214.11,237.31,0.025,-0.05503
17:21:0,12/7/2024,FRI,43.40,38.10,45.30,214.24,237.27,0.025,-0.05441
17:21:1,12/7/2024,FRI,43.40,38.10,45.30,214.37,237.29,0.025,-0.05383
17:21:1,12/7/2024,FRI,43.40,38.10,45.30,214.43,237.24,0.025,-0.05352
17:21:1,12/7/2024,FRI,43.40,38.10,45.30,214.45,237.38,0.025,-0.05356
17:21:1,12/7/2024,FRI,43.40,38.10,45.30,214.49,237.50,0.025,-0.05354
17:21:2,12/7/2024,FRI,43.40,38.10,45.30,214.63,237.57,0.025,-0.05294
17:21:2,12/7/2024,FRI,43.40,38.10,45.30,214.66,237.50,0.025,-0.05274
17:21:2,12/7/2024,FRI,43.40,38.10,45.30,214.67,237.52,0.025,-0.05273
17:21:2,12/7/2024,FRI,43.40,38.10,45.30,214.79,237.58,0.025,-0.05226
17:21:3,12/7/2024,FRI,43.40,38.10,45.30,214.80,237.63,0.025,-0.05226
17:21:3,12/7/2024,FRI,43.40,38.10,45.30,214.51,237.56,0.025,-0.05349
17:21:3,12/7/2024,FRI,43.40,38.10,45.30,214.40,237.59,0.025,-0.05400
17:21:3,12/7/2024,FRI,43.40,38.10,45.30,214.26,237.54,0.025,-0.05460
17:21:4,12/7/2024,FRI,43.40,38.10,45.30,214.22,237.43,0.025,-0.05465
17:21:4,12/7/2024,FRI,43.40,38.10,45.30,214.15,237.39,0.025,-0.05492
17:21:4,12/7/2024,FRI,43.40,38.10,45.30,214.01,237.39,0.025,-0.05554
17:21:4,12/7/2024,FRI,43.40,38.10,45.30,213.95,237.41,0.025,-0.05585
17:21:5,12/7/2024,FRI,43.40,38.10,45.30,213.95,237.40,0.025,-0.05586
17:21:5,12/7/2024,FRI,43.40,38.10,45.30,213.83,237.33,0.025,-0.05631
17:21:5,12/7/2024,FRI,43.40,38.10,45.30,213.72,237.33,0.025,-0.05678
17:21:5,12/7/2024,FRI,43.40,38.10,45.30,213.70,237.35,0.025,-0.05691
17:21:6,12/7/2024,FRI,43.40,38.10,45.30,213.74,237.46,0.025,-0.05684
17:21:6,12/7/2024,FRI,43.40,38.10,45.30,213.80,237.51,0.025,-0.05661
17:21:6,12/7/2024,FRI,43.40,38.10,45.30,213.86,237.65,0.025,-0.05651
17:21:6,12/7/2024,FRI,43.40,38.10,45.30,213.99,237.79,0.025,-0.05607
17:21:7,12/7/2024,FRI,43.40,38.10,45.30,214.00,237.73,0.025,-0.05596
17:21:7,12/7/2024,FRI,43.40,38.10,45.30,213.97,237.61,0.025,-0.05598
17:21:7,12/7/2024,FRI,43.40,38.10,45.30,213.98,237.66,0.025,-0.05596
17:21:7,12/7/2024,FRI,43.40,38.10,45.30,213.91,237.68,0.025,-0.05629
17:21:8,12/7/2024,FRI,43.40,38.10,45.30,213.88,237.65,0.025,-0.05640
17:21:8,12/7/2024,FRI,43.40,38.10,45.30,213.90,237.64,0.025,-0.05633
17:21:8,12/7/2024,FRI,43.40,38.10,45.30,213.84,237.57,0.025,-0.05653
17:21:8,12/7/2024,FRI,43.40,38.10,45.30,213.65,237.45,0.025,-0.05721
17:21:9,12/7/2024,FRI,43.40,38.10,45.30,213.62,237.30,0.025,-0.05724
17:21:9,12/7/2024,FRI,43.40,38.10,45.30,213.58,237.15,0.025,-0.05724
17:21:9,12/7/2024,FRI,43.40,38.10,45.30,213.61,237.27,0.025,-0.05722
17:21:9,12/7/2024,FRI,43.40,38.10,45.30,213.75,237.32,0.025,-0.05664
17:21:10,12/7/2024,FRI,43.40,38.10,45.30,213.72,237.32,0.025,-0.05678
17:21:10,12/7/2024,FRI,43.40,38.10,45.30,213.69,237.34,0.025,-0.05695
17:21:10,12/7/2024,FRI,43.50,38.10,45.35,213.80,237.44,0.025,-0.05656
17:21:10,12/7/2024,FRI,43.50,38.10,45.35,213.90,237.56,0.025,-0.05622
17:21:11,12/7/2024,FRI,43.50,38.10,45.35,213.97,237.63,0.025,-0.05598
17:21:11,12/7/2024,FRI,43.50,38.10,45.35,214.12,237.73,0.025,-0.05543
17:21:11,12/7/2024,FRI,43.50,38.10,45.35,214.25,237.89,0.025,-0.05500
17:21:11,12/7/2024,FRI,43.50,38.10,45.35,214.28,238.02,0.025,-0.05499
17:21:12,12/7/2024,FRI,43.50,38.10,45.35,214.25,237.97,0.025,-0.05506
17:21:12,12/7/2024,FRI,43.50,38.10,45.35,214.13,237.96,0.025,-0.05559
17:21:12,12/7/2024,FRI,43.60,38.10,45.40,214.12,237.97,0.025,-0.05565
17:21:12,12/7/2024,FRI,43.60,38.10,45.40,214.23,237.91,0.025,-0.05510
17:21:13,12/7/2024,FRI,43.60,38.10,45.40,214.14,237.89,0.025,-0.05550
17:21:13,12/7/2024,FRI,43.60,38.10,45.40,214.10,237.91,0.025,-0.05567
17:21:13,12/7/2024,FRI,43.60,38.10,45.40,214.07,237.93,0.025,-0.05582
17:21:13,12/7/2024,FRI,43.60,38.10,45.40,213.94,237.87,0.025,-0.05638
17:21:14,12/7/2024,FRI,43.60,38.10,45.40,213.75,237.84,0.025,-0.05720
17:21:14,12/7/2024,FRI,43.60,38.10,45.40,213.67,237.70,0.025,-0.05742
17:21:14,12/7/2024,FRI,43.60,38.10,45.40,213.66,237.74,0.025,-0.05750
17:21:14,12/7/2024,FRI,43.60,38.10,45.40,213.77,237.86,0.025,-0.05714
17:21:15,12/7/2024,FRI,43.60,38.10,45.40,213.66,237.82,0.025,-0.05757
17:21:15,12/7/2024,FRI,43.60,38.10,45.40,213.65,237.88,0.025,-0.05767
17:21:15,12/7/2024,FRI,43.60,38.10,45.40,213.65,237.84,0.025,-0.05766
17:21:15,12/7/2024,FRI,43.60,38.10,45.40,213.54,237.71,0.025,-0.05801
17:21:16,12/7/2024,FRI,43.60,38.10,45.40,213.50,237.71,0.025,-0.05818
17:21:16,12/7/2024,FRI,43.60,38.10,45.40,213.55,237.72,0.025,-0.05799
17:21:16,12/7/2024,FRI,43.60,38.10,45.40,213.50,237.59,0.025,-0.05807
17:21:16,12/7/2024,FRI,43.60,38.10,45.40,213.49,237.68,0.025,-0.05818
17:21:17,12/7/2024,FRI,43.60,38.10,45.40,213.39,237.65,0.025,-0.05859
17:21:17,12/7/2024,FRI,43.60,38.10,45.40,213.27,237.61,0.025,-0.05910
17:21:17,12/7/2024,FRI,43.60,38.10,45.40,213.24,237.53,0.025,-0.05915
17:21:17,12/7/2024,FRI,43.60,38.10,45.40,213.20,237.63,0.025,-0.05942
17:21:18,12/7/2024,FRI,43.60,38.10,45.40,213.31,237.76,0.025,-0.05909
17:21:18,12/7/2024,FRI,43.60,38.10,45.40,213.36,237.76,0.025,-0.05884
17:21:18,12/7/2024,FRI,43.60,38.10,45.40,213.45,237.70,0.025,-0.05839
17:21:18,12/7/2024,FRI,43.60,38.10,45.40,213.48,237.74,0.025,-0.05831
17:21:19,12/7/2024,FRI,43.60,38.10,45.40,213.55,237.79,0.025,-0.05801
17:21:19,12/7/2024,FRI,43.60,38.10,45.40,213.55,237.75,0.025,-0.05797
17:21:19,12/7/2024,FRI,43.60,38.10,45.40,213.70,237.77,0.025,-0.05735
17:21:19,12/7/2024,FRI,43.60,38.10,45.40,213.77,237.79,0.025,-0.05707
17:21:20,12/7/2024,FRI,43.60,38.10,45.40,213.83,237.69,0.025,-0.05669
17:21:20,12/7/2024,FRI,43.60,38.10,45.40,213.87,237.60,0.025,-0.05641
17:21:20,12/7/2024,FRI,43.50,38.10,45.35,213.84,237.54,0.025,-0.05649
17:21:20,12/7/2024,FRI,43.50,38.10,45.35,213.83,237.55,0.025,-0.05654
17:21:21,12/7/2024,FRI,43.50,38.10,45.35,213.71,237.51,0.025,-0.05701
17:21:21,12/7/2024,FRI,43.50,38.10,45.35,213.64,237.50,0.025,-0.05734
17:21:21,12/7/2024,FRI,43.50,38.10,45.35,213.59,237.48,0.025,-0.05753
17:21:21,12/7/2024,FRI,43.50,38.10,45.35,213.65,237.53,0.025,-0.05731
17:21:22,12/7/2024,FRI,43.50,38.10,45.35,213.69,237.57,0.025,-0.05718
17:21:22,12/7/2024,FRI,43.50,38.10,45.35,213.68,237.65,0.025,-0.05733
17:21:22,12/7/2024,FRI,43.40,38.10,45.30,213.80,237.74,0.025,-0.05685
17:21:22,12/7/2024,FRI,43.40,38.10,45.30,213.75,237.64,0.025,-0.05697
17:21:23,12/7/2024,FRI,43.40,38.10,45.30,213.87,237.65,0.025,-0.05644
17:21:23,12/7/2024,FRI,43.40,38.10,45.30,213.92,237.65,0.025,-0.05625
17:21:23,12/7/2024,FRI,43.40,38.10,45.30,214.03,237.73,0.025,-0.05582
17:21:23,12/7/2024,FRI,43.40,38.10,45.30,214.16,237.77,0.025,-0.05527
17:21:24,12/7/2024,FRI,43.40,38.10,45.30,214.25,237.85,0.025,-0.05496
17:21:24,12/7/2024,FRI,43.40,38.10,45.30,214.12,237.81,0.025,-0.05549
17:21:24,12/7/2024,FRI,43.40,38.10,45.30,213.94,237.59,0.025,-0.05608
17:21:24,12/7/2024,FRI,43.40,38.10,45.30,213.97,237.50,0.025,-0.05584
17:21:25,12/7/2024,FRI,43.40,38.10,45.30,213.85,237.56,0.025,-0.05647
17:21:25,12/7/2024,FRI,43.40,38.10,45.30,213.99,237.65,0.025,-0.05593
17:21:25,12/7/2024,FRI,43.40,38.10,45.30,213.90,237.62,0.025,-0.05627
17:21:25,12/7/2024,FRI,43.40,38.10,45.30,213.97,237.62,0.025,-0.05596
17:21:26,12/7/2024,FRI,43.40,38.10,45.30,213.90,237.58,0.025,-0.05624
17:21:26,12/7/2024,FRI,43.40,38.10,45.30,213.83,237.52,0.025,-0.05648
17:21:26,12/7/2024,FRI,43.30,38.10,45.25,213.85,237.60,0.025,-0.05652
17:21:26,12/7/2024,FRI,43.30,38.10,45.25,213.80,237.55,0.025,-0.05669
17:21:27,12/7/2024,FRI,43.30,38.10,45.25,213.84,237.66,0.025,-0.05659
17:21:27,12/7/2024,FRI,43.30,38.10,45.25,213.80,237.55,0.025,-0.05667
17:21:27,12/7/2024,FRI,43.30,38.10,45.25,213.90,237.51,0.025,-0.05618
17:21:27,12/7/2024,FRI,43.30,38.10,45.25,213.86,237.51,0.025,-0.05635
17:21:28,12/7/2024,FRI,43.30,38.10,45.25,213.76,237.48,0.025,-0.05677
17:21:28,12/7/2024,FRI,43.30,38.10,45.25,213.66,237.49,0.025,-0.05723
17:21:28,12/7/2024,FRI,43.30,38.10,45.25,213.67,237.49,0.025,-0.05718
17:21:28,12/7/2024,FRI,43.30,38.10,45.25,213.81,237.51,0.025,-0.05659
17:21:29,12/7/2024,FRI,43.30,38.10,45.25,213.75,237.41,0.025,-0.05676
17:21:29,12/7/2024,FRI,43.30,38.10,45.25,213.86,237.48,0.025,-0.05632
17:21:29,12/7/2024,FRI,43.30,38.10,45.25,213.95,237.46,0.025,-0.05590
17:21:29,12/7/2024,FRI,43.30,38.10,45.25,213.88,237.47,0.025,-0.05621
17:21:30,12/7/2024,FRI,43.30,38.10,45.25,213.69,237.42,0.025,-0.05702
17:21:30,12/7/2024,FRI,43.30,38.10,45.25,213.55,237.36,0.025,-0.05760
17:21:30,12/7/2024,FRI,43.40,38.10,45.30,213.48,237.20,0.025,-0.05775
17:21:30,12/7/2024,FRI,43.40,38.10,45.30,213.37,237.13,0.025,-0.05815
17:21:31,12/7/2024,FRI,43.40,38.10,45.30,213.44,237.15,0.025,-0.05788
17:21:31,12/7/2024,FRI,43.40,38.10,45.30,213.30,237.10,0.025,-0.05843
17:21:31,12/7/2024,FRI,43.40,38.10,45.30,213.35,236.96,0.025,-0.05806
17:21:31,12/7/2024,FRI,43.40,38.10,45.30,213.37,236.92,0.025,-0.05794
17:21:32,12/7/2024,FRI,43.40,38.10,45.30,213.26,236.90,0.025,-0.05841
17:21:32,12/7/2024,FRI,43.40,38.10,45.30,213.28,236.86,0.025,-0.05828
17:21:32,12/7/2024,FRI,43.40,38.10,45.30,213.33,236.86,0.025,-0.05807
17:21:32,12/7/2024,FRI,43.40,38.10,45.30,213.27,236.80,0.025,-0.05825
17:21:33,12/7/2024,FRI,43.40,38.10,45.30,213.22,236.85,0.025,-0.05856
17:21:33,12/7/2024,FRI,43.40,38.10,45.30,213.43,237.03,0.025,-0.05777
17:21:33,12/7/2024,FRI,43.40,38.10,45.30,213.29,236.88,0.025,-0.05826
17:21:33,12/7/2024,FRI,43.40,38.10,45.30,213.26,236.93,0.025,-0.05846
17:21:34,12/7/2024,FRI,43.40,38.10,45.30,213.17,237.05,0.025,-0.05897
17:21:34,12/7/2024,FRI,43.40,38.10,45.30,213.22,237.16,0.025,-0.05886
17:21:34,12/7/2024,FRI,43.40,38.10,45.30,213.25,237.22,0.025,-0.05880
17:21:34,12/7/2024,FRI,43.40,38.10,45.30,213.28,237.43,0.025,-0.05886
17:21:35,12/7/2024,FRI,43.40,38.10,45.30,213.28,237.43,0.025,-0.05888
17:21:35,12/7/2024,FRI,43.40,38.10,45.30,213.31,237.47,0.025,-0.05879
17:21:35,12/7/2024,FRI,43.40,38.10,45.30,213.40,237.59,0.025,-0.05852
17:21:35,12/7/2024,FRI,43.40,38.10,45.30,213.32,237.45,0.025,-0.05873
17:21:36,12/7/2024,FRI,43.40,38.10,45.30,213.39,237.62,0.025,-0.05856
17:21:36,12/7/2024,FRI,43.40,38.10,45.30,213.39,237.53,0.025,-0.05849
17:21:36,12/7/2024,FRI,43.40,38.10,45.30,213.45,237.64,0.025,-0.05833
17:21:36,12/7/2024,FRI,43.40,38.10,45.30,213.34,237.52,0.025,-0.05871
17:21:37,12/7/2024,FRI,43.40,38.10,45.30,213.34,237.55,0.025,-0.05872
17:21:37,12/7/2024,FRI,43.40,38.10,45.30,213.23,237.34,0.025,-0.05900
17:21:37,12/7/2024,FRI,43.40,38.10,45.30,213.27,237.41,0.025,-0.05889
17:21:37,12/7/2024,FRI,43.40,38.10,45.30,213.40,237.48,0.025,-0.05836
17:21:38,12/7/2024,FRI,43.40,38.10,45.30,213.39,237.48,0.025,-0.05843
17:21:38,12/7/2024,FRI,43.40,38.10,45.30,213.28,237.45,0.025,-0.05888
17:21:38,12/7/2024,FRI,43.30,38.10,45.25,213.31,237.45,0.025,-0.05878
17:21:38,12/7/2024,FRI,43.30,38.10,45.25,213.35,237.56,0.025,-0.05870
17:21:39,12/7/2024,FRI,43.30,38.10,45.25,213.48,237.46,0.025,-0.05802
17:21:39,12/7/2024,FRI,43.30,38.10,45.25,213.57,237.60,0.025,-0.05774
17:21:39,12/7/2024,FRI,43.30,38.10,45.25,213.57,237.52,0.025,-0.05768
17:21:39,12/7/2024,FRI,43.30,38.10,45.25,213.61,237.57,0.025,-0.05755
17:21:40,12/7/2024,FRI,43.30,38.10,45.25,213.65,237.57,0.025,-0.05738
17:21:40,12/7/2024,FRI,43.30,38.10,45.25,213.69,237.64,0.025,-0.05726
17:21:40,12/7/2024,FRI,43.30,38.10,45.25,213.79,237.65,0.025,-0.05683
17:21:40,12/7/2024,FRI,43.30,38.10,45.25,213.81,237.63,0.025,-0.05669
17:21:41,12/7/2024,FRI,43.30,38.10,45.25,213.82,237.54,0.025,-0.05657
17:21:41,12/7/2024,FRI,43.30,38.10,45.25,213.86,237.50,0.025,-0.05635
17:21:41,12/7/2024,FRI,43.30,38.10,45.25,213.55,237.43,0.025,-0.05769
17:21:41,12/7/2024,FRI,43.30,38.10,45.25,213.46,237.29,0.025,-0.05792
17:21:42,12/7/2024,FRI,43.30,38.10,45.25,213.41,237.29,0.025,-0.05814
17:21:42,12/7/2024,FRI,43.30,38.10,45.25,213.36,237.16,0.025,-0.05826
17:21:42,12/7/2024,FRI,43.40,38.10,45.30,213.33,237.17,0.025,-0.05838
17:21:42,12/7/2024,FRI,43.40,38.10,45.30,213.32,237.12,0.025,-0.05839
17:21:43,12/7/2024,FRI,43.40,38.10,45.30,213.28,237.10,0.025,-0.05853
17:21:43,12/7/2024,FRI,43.40,38.10,45.30,213.26,237.10,0.025,-0.05863
17:21:43,12/7/2024,FRI,43.40,38.10,45.30,213.25,237.12,0.025,-0.05870
17:21:43,12/7/2024,FRI,43.40,38.10,45.30,213.24,237.16,0.025,-0.05878
17:21:44,12/7/2024,FRI,43.40,38.10,45.30,213.36,237.10,0.025,-0.05815
17:21:44,12/7/2024,FRI,43.40,38.10,45.30,213.48,237.12,0.025,-0.05765
17:21:44,12/7/2024,FRI,43.30,38.10,45.25,213.62,237.18,0.025,-0.05709
17:21:44,12/7/2024,FRI,43.30,38.10,45.25,213.73,237.28,0.025,-0.05670
17:21:45,12/7/2024,FRI,43.30,38.10,45.25,213.76,237.20,0.025,-0.05647
17:21:45,12/7/2024,FRI,43.30,38.10,45.25,213.67,237.07,0.025,-0.05676
17:21:45,12/7/2024,FRI,43.30,38.10,45.25,213.65,236.94,0.025,-0.05669
17:21:45,12/7/2024,FRI,43.30,38.10,45.25,213.68,236.93,0.025,-0.05654
17:21:46,12/7/2024,FRI,43.30,38.10,45.25,213.68,236.97,0.025,-0.05662
17:21:46,12/7/2024,FRI,43.30,38.10,45.25,213.58,236.95,0.025,-0.05702
17:21:46,12/7/2024,FRI,43.30,38.10,45.25,213.60,237.07,0.025,-0.05706
17:21:46,12/7/2024,FRI,43.30,38.10,45.25,213.67,237.14,0.025,-0.05685
17:21:47,12/7/2024,FRI,43.30,38.10,45.25,213.68,237.17,0.025,-0.05681
17:21:47,12/7/2024,FRI,43.30,38.10,45.25,213.63,237.20,0.025,-0.05707
17:21:47,12/7/2024,FRI,43.30,38.10,45.25,213.73,237.31,0.025,-0.05676
17:21:47,12/7/2024,FRI,43.30,38.10,45.25,213.85,237.46,0.025,-0.05634
17:21:48,12/7/2024,FRI,43.30,38.10,45.25,213.88,237.51,0.025,-0.05628
17:21:48,12/7/2024,FRI,43.30,38.10,45.25,213.99,237.60,0.025,-0.05588
17:21:48,12/7/2024,FRI,43.20,38.10,45.20,214.05,237.53,0.025,-0.05554
17:21:48,12/7/2024,FRI,43.20,38.10,45.20,214.17,237.50,0.025,-0.05496
17:21:49,12/7/2024,FRI,43.20,38.10,45.20,214.24,237.35,0.025,-0.05448
17:21:49,12/7/2024,FRI,43.20,38.10,45.20,214.16,237.34,0.025,-0.05484
17:21:49,12/7/2024,FRI,43.20,38.10,45.20,214.15,237.30,0.025,-0.05486
17:21:49,12/7/2024,FRI,43.20,38.10,45.20,214.16,237.31,0.025,-0.05482
17:21:50,12/7/2024,FRI,43.20,38.10,45.20,214.04,237.31,0.025,-0.05533
17:21:50,12/7/2024,FRI,43.20,38.10,45.20,213.92,237.25,0.025,-0.05582
17:21:50,12/7/2024,FRI,43.20,38.10,45.20,213.96,237.32,0.025,-0.05572
17:21:50,12/7/2024,FRI,43.20,38.10,45.20,213.90,237.30,0.025,-0.05594
17:21:51,12/7/2024,FRI,43.20,38.10,45.20,213.96,237.41,0.025,-0.05579
17:21:51,12/7/2024,FRI,43.20,38.10,45.20,213.96,237.51,0.025,-0.05590
17:21:51,12/7/2024,FRI,43.20,38.10,45.20,213.98,237.68,0.025,-0.05601
17:21:51,12/7/2024,FRI,43.20,38.10,45.20,213.92,237.65,0.025,-0.05622
17:21:52,12/7/2024,FRI,43.20,38.10,45.20,213.86,237.59,0.025,-0.05643
17:21:52,12/7/2024,FRI,43.20,38.10,45.20,213.94,237.53,0.025,-0.05604
17:21:52,12/7/2024,FRI,43.20,38.10,45.20,213.96,237.44,0.025,-0.05582
17:21:52,12/7/2024,FRI,43.20,38.10,45.20,214.10,237.52,0.025,-0.05528
17:21:53,12/7/2024,FRI,43.20,38.10,45.20,214.15,237.55,0.025,-0.05507
17:21:53,12/7/2024,FRI,43.20,38.10,45.20,214.21,237.51,0.025,-0.05478
17:21:53,12/7/2024,FRI,43.20,38.10,45.20,214.06,237.44,0.025,-0.05540
17:21:53,12/7/2024,FRI,43.20,38.10,45.20,214.08,237.41,0.025,-0.05526
17:21:54,12/7/2024,FRI,43.20,38.10,45.20,214.08,237.43,0.025,-0.05530
17:21:54,12/7/2024,FRI,43.20,38.10,45.20,214.16,237.53,0.025,-0.05501
17:21:54,12/7/2024,FRI,43.20,38.10,45.20,214.17,237.60,0.025,-0.05506
17:21:54,12/7/2024,FRI,43.20,38.10,45.20,214.19,237.68,0.025,-0.05505
17:21:55,12/7/2024,FRI,43.20,38.10,45.20,214.16,237.73,0.025,-0.05525
17:21:55,12/7/2024,FRI,43.20,38.10,45.20,214.13,237.69,0.025,-0.05535
17:21:55,12/7/2024,FRI,43.20,38.10,45.20,214.18,237.71,0.025,-0.05513
17:21:55,12/7/2024,FRI,43.20,38.10,45.20,214.19,237.76,0.025,-0.05515
17:21:56,12/7/2024,FRI,43.20,38.10,45.20,214.28,237.85,0.025,-0.05481
17:21:56,12/7/2024,FRI,43.20,38.10,45.20,214.36,237.85,0.025,-0.05444
17:21:56,12/7/2024,FRI,43.20,38.10,45.20,214.23,237.74,0.025,-0.05493
17:21:56,12/7/2024,FRI,43.20,38.10,45.20,214.15,237.61,0.025,-0.05518
17:21:57,12/7/2024,FRI,43.20,38.10,45.20,214.13,237.64,0.025,-0.05528
17:21:57,12/7/2024,FRI,43.20,38.10,45.20,214.11,237.67,0.025,-0.05541
17:21:57,12/7/2024,FRI,43.20,38.10,45.20,214.20,237.72,0.025,-0.05507
17:21:57,12/7/2024,FRI,43.20,38.10,45.20,214.31,237.73,0.025,-0.05456
17:21:58,12/7/2024,FRI,43.20,38.10,45.20,214.12,237.63,0.025,-0.05532
17:21:58,12/7/2024,FRI,43.20,38.10,45.20,214.05,237.60,0.025,-0.05562
17:21:58,12/7/2024,FRI,43.20,38.10,45.20,214.02,237.45,0.025,-0.05556
17:21:58,12/7/2024,FRI,43.20,38.10,45.20,213.92,237.44,0.025,-0.05602
17:21:59,12/7/2024,FRI,43.20,38.10,45.20,214.07,237.58,0.025,-0.05546
17:21:59,12/7/2024,FRI,43.20,38.10,45.20,214.08,237.55,0.025,-0.05543
17:21:59,12/7/2024,FRI,43.20,38.10,45.20,214.13,237.55,0.025,-0.05516
17:21:59,12/7/2024,FRI,43.20,38.10,45.20,214.14,237.52,0.025,-0.05513
17:22:0,12/7/2024,FRI,43.20,38.10,45.20,214.06,237.42,0.025,-0.05537
17:22:0,12/7/2024,FRI,43.20,38.10,45.20,213.78,237.38,0.025,-0.05657
17:22:0,12/7/2024,FRI,43.20,38.10,45.20,213.93,237.44,0.025,-0.05597
17:22:0,12/7/2024,FRI,43.20,38.10,45.20,213.86,237.42,0.025,-0.05624
17:22:1,12/7/2024,FRI,43.20,38.10,45.20,213.82,237.39,0.025,-0.05642
17:22:1,12/7/2024,FRI,43.20,38.10,45.20,213.82,237.46,0.025,-0.05650
17:22:1,12/7/2024,FRI,43.20,38.10,45.20,213.68,237.29,0.025,-0.05693
17:22:1,12/7/2024,FRI,43.20,38.10,45.20,213.71,237.39,0.025,-0.05690
17:22:2,12/7/2024,FRI,43.20,38.10,45.20,213.74,237.41,0.025,-0.05678
17:22:2,12/7/2024,FRI,43.20,38.10,45.20,213.63,237.36,0.025,-0.05725
17:22:2,12/7/2024,FRI,43.30,38.20,45.50,213.68,237.44,0.025,-0.05711
17:22:2,12/7/2024,FRI,43.30,38.20,45.50,213.81,237.56,0.025,-0.05665
17:22:3,12/7/2024,FRI,43.30,38.20,45.50,213.74,237.56,0.025,-0.05696
17:22:3,12/7/2024,FRI,43.30,38.20,45.50,213.78,237.57,0.025,-0.05677
17:22:3,12/7/2024,FRI,43.30,38.20,45.50,213.81,237.65,0.025,-0.05671
17:22:3,12/7/2024,FRI,43.30,38.20,45.50,213.76,237.57,0.025,-0.05686
17:22:4,12/7/2024,FRI,43.30,38.20,45.50,213.85,237.68,0.025,-0.05659
17:22:4,12/7/2024,FRI,43.30,38.20,45.50,213.93,237.70,0.025,-0.05625
17:22:4,12/7/2024,FRI,43.30,38.20,45.50,213.72,237.57,0.025,-0.05704
17:22:4,12/7/2024,FRI,43.30,38.20,45.50,213.81,237.64,0.025,-0.05673
17:22:5,12/7/2024,FRI,43.30,38.20,45.50,213.72,237.58,0.025,-0.05705
17:22:5,12/7/2024,FRI,43.30,38.20,45.50,213.65,237.51,0.025,-0.05730
17:22:5,12/7/2024,FRI,43.30,38.20,45.50,213.65,237.57,0.025,-0.05734
17:22:5,12/7/2024,FRI,43.30,38.20,45.50,213.71,237.52,0.025,-0.05703
17:22:6,12/7/2024,FRI,43.30,38.20,45.50,213.72,237.61,0.025,-0.05710
17:22:6,12/7/2024,FRI,43.30,38.20,45.50,213.70,237.54,0.025,-0.05709
17:22:6,12/7/2024,FRI,43.30,38.20,45.50,213.80,237.52,0.025,-0.05665
17:22:6,12/7/2024,FRI,43.30,38.20,45.50,213.69,237.40,0.025,-0.05698
17:22:7,12/7/2024,FRI,43.30,38.20,45.50,213.91,237.53,0.025,-0.05614
17:22:7,12/7/2024,FRI,43.30,38.20,45.50,214.01,237.55,0.025,-0.05573
17:22:7,12/7/2024,FRI,43.30,38.20,45.50,213.99,237.56,0.025,-0.05583
17:22:7,12/7/2024,FRI,43.30,38.20,45.50,213.99,237.41,0.025,-0.05569
17:22:8,12/7/2024,FRI,43.30,38.20,45.50,213.98,237.41,0.025,-0.05574
